,Name,category,country,num_episodes,aired,watchers,rating,num_raters,cast_names,genre_names,tag_names,synopsis,url,sid,num_reviews
4079,the devil punisher,Drama,Taiwan,20.0,2021,3229,7.4,849,"Mike He,Ivy Shao,Amanda Chou,Johnny Yang,Anson Chen,Roy Chang","Adventure,Romance,Drama,Fantasy,Supernatural "," Ghost,Amnesia,Protective Male Lead,Steamy Kiss,Ghost-seeing Female Lead,Deity,Demon,Double Identity,Chinese Mythology,Suspense  ","A baker by day and demon fighter by night, Zhong Kui, a reincarnated deity must jog his amnesiac lover's memory of their millennium-long romance.",https://i.mydramalist.com/6Ngnj_4c.jpg?v=1,31811.0,485.0
4080,ruk sutrit,Drama,Thailand,16.0,2014,1158,7.4,433,"James Jirayu Tangsrisuk,Vorakarn Rojjanavatchra,Wawwa Nicha Chokprajakchat,Beam Kawee Tanjararak,Somlek Sakdikul,Moo Dilok Thongwattana","Comedy,Romance "," Smart Female Lead,Spoiled Male Lead,Older Woman/Younger Man,Rich Man/Poor Woman  ",The story centers around a spoiled rich kid who falls in love with his tutor.,https://i.mydramalist.com/qYPvPc.jpg?v=1,8967.0,285.0
4081,love of aurora,Drama,China,59.0,2018,2181,7.4,431,"Ma Ke,Guan Xiao Tong,Zhang Xiao Long,Zhao Ying Zi,Zhu Xiao Peng,Wang Qian He","Romance,Youth,Drama "," Perseverance,Actress,Dancer,Adapted From A Web Novel,Dream,Misunderstanding,Multiple Couples,Love/Hate Relationship,First Love,Filmed Abroad  ","It tells the love story between acting student Han Xing Zi and the heir of a media group, Li Jun Tai. Xing Zi is a gifted young aspiring actress whose dream is to spread love and hope to the world through her acting. To make this dream come true, she goes to study abroad in America and performs on all kinds of big and small stages, always putting her whole heart into her roles. There she meets the young rebel Jun Tai, who came to America to escape from the strings of his strict family.",https://i.mydramalist.com/YoplPc.jpg?v=1,15279.0,242.0
4082,imaginary cat,Drama,South Korea,8.0,2016,8957,7.4,3769,"Yoo Seung Ho,Han Ye Ri,Cho Hye Jung,Solar,Park Chul Min,Kim Hyun Joon","Friendship,Life "," Cat,Miniseries,Animal,Adapted From A Webtoon,Talking Animal,Webtoon Artist,Clingy Female Lead,Writer  ","Hyun Jong-Hyun  is a webtoon writer and works part-time at a bookstore. He always dreamed of working of as webtoon writer, but he has difficulties due to his stubborn and self-centered personality. He also has a cat named Boggil. He first met his cat on the street during a rainy day. Since then, they have lived together and Hyun Jong-Hyun only opens his mind to Boggil.
~~Adapted from a webtoon of the same name.",https://i.mydramalist.com/04pE6c.jpg?v=1,13078.0,1530.0
4083,gangnam scandal,Drama,South Korea,123.0,2019,2075,7.4,342,"Shin Go Eun,Im Yoon Ho,Seo Do Young,Hwang Bo Mi,Bang Eun Hee,Im Chae Moo","Business,Romance,Family,Melodrama "," Brother-Sister Relationship,Grandpa-Granddaughter Relationship,Single Mother,Childhood Sweethearts,Female Antagonist,Mistake,Hardworking Male Lead,Hardworking Female Lead,Actress,Ex-spouse Comes Back  ","Eun So Yoo works as a stylist. She struggles to make enough money to pay for her mother's operation fee. Due to a case, So Yoo gets involved with Choi Seo Joon. He is rich and from a chaebol family. So Yoo pretends to love him for his money, but she falls truly in love with him. Seo Joon has an in incurable disease. He is more interested in playing around than working and he doesn't believe in true love.",https://i.mydramalist.com/KrrEnc.jpg?v=1,23874.0,284.0
4084,"it's okay, daddy's girl",Drama,South Korea,17.0,2011,4771,7.4,1868,"Park In Hwan,Moon Chae Won,Choi Jin Hyuk,Im Kang Sung,Lee Hee Jin,Lee Dong Hae","Romance,Life,Drama,Family "," Baby V.O.X.,CNBLUE,Multiple Mains,Super Junior,Obsession,Idol Actor  ","Eun Chae Ryung is a spoiled daughter who had always completely relied on her father. When he is involved in an accident one day, she finds herself rudely awakened from her sheltered life and forced to mature, encountering numerous hardships before she gradually becomes an independent person.",https://i.mydramalist.com/MBJzMc.jpg?v=1,188.0,705.0
4085,gloria,Drama,South Korea,50.0,2011,1585,7.4,587,"Bae Doo Na,So Yi Hyun,Seo Ji Suk,Lee Chun Hee,Kim Ki Hyun,Jung Kyu Soo","Music,Romance,Drama,Melodrama "," Handicapped,Hardworking Female Lead,Soap Opera,Rich Woman/Poor Man,Multiple Couples,Rich Man/Poor Woman  ","Gloria is an intense tale of people who are fiercely devoted to surviving their rough lives, focusing in particular on the life of a nightclub singer, Na Jin Jin, who braves the difficulties of her work to provide for her mentally handicapped older sister, Jin Joo. She finds an unwavering source of strength and support from her loyal childhood friend, Ha Dong Ah, a third-rate gangster with a big heart. Jin Jin also meets a potential love interest in Lee Kang Suk, the president of Double Sharp Entertainment, who has his own problems to face as the illegitimate son of an entrepreneur.",https://i.mydramalist.com/mkPxbc.jpg?v=1,345.0,308.0
4086,queen of reversals,Drama,South Korea,31.0,2011,2812,7.4,996,"Kim Nam Joo,Jung Joon Ho,Chae Jung An,Park Shi Hoo,Oh Yoo Na,Im Ji Kyu","Business,Comedy,Romance,Life "," Older Woman/Younger Man,Love Triangle,Female Rivalry,Heir,Office Worker,Divorce,Male Chases Female First,Eccentric Male Lead,Strong Female Lead,Boss-Employee Relationship  ","Hwang Tae Hee is the daughter of a chaebol and team leader at her workplace. She is married to Bong Joon Soo who works at the same company. When Bong Joon Soo's ex-girlfriend, Baek Yeo Jin, who happens to be Hwang Tae Hee's rival as well, begins to work in her team, troubles start to surface. Tae Hee has to juggle her challenges in love with those in work, helping shape her boss and department director, Goo Yong Shik, from an insensitive and uninterested second generation chaebol to a true leader. Tae Hee's seeming success in love, however, presents her with another problem as she begins to realize that marriage involves just as many obstacles to overcome.",https://i.mydramalist.com/nO8jWc.jpg?v=1,445.0,519.0
4087,ko one,Drama,Taiwan,21.0,2006,2482,7.4,942,"Jiro Wang,Calvin Chen,Aaron Yan,Danson Tang,Bernice Tsai,Alien Huang","Action,Friendship,Comedy,Supernatural "," Surreal Humor,Hot-Tempered Male Lead,Juvenile Delinquent,Secret Organization,Delinquent,Hidden Identity,Street Fight,High School,Special Power,Superhuman Strength  ","KO One is a class designed especially for the delinquents and rejects that other high schools would not accept. Even so, everyone in the class is loyal to the leader, Da Dong (KO.3), and would die for friends. Tied for #3, Ya Se, and #4, Xiao Yu soon joins the class. Out of some fortuitous events, their lives become tied together and they become best buddies. Another student, Lei Ke Si, who had been gone for a whole semester, rejoins the class. Although Lei Ke Si seems like a weak kid with only good intentions, Ya Se suspects he is KO.2 because legend say #1 and #2 are capable of concealing their true identities. At the same time, incidents start to occur and the culprit always leads to Ya Se. Is Ya Se wrongly accused? Will the class be able to stand the politics or will it be driven apart?",https://i.mydramalist.com/9xZyMc.jpg?v=1,432.0,323.0
4088,loving you a thousand times,Drama,South Korea,55.0,2010,2438,7.4,1003,"Jung Gyu Woon,Ryu Jin,Lee Soo Kyung,Go Eun Mi,Noh Young Gook,Lee Mi Young","Romance,Drama,Melodrama ", Soap Opera  ,"Baek Sae Hoon and his wife, Lee Sun Young, desperately try to conceive a child but are unsuccessful. Sae Hoon's mother goes to Sun Young and asks that she consider surrogacy as a way of conceiving a child without Sae Hoon's knowledge. This is where Go Eun Nim comes in. She is their surrogate mother carrying their child but things become complicated when she later falls in love with Sae Hoon's younger brother, Kang Ho.",https://i.mydramalist.com/9m4kac.jpg?v=1,347.0,439.0
4089,creating destiny,Drama,South Korea,31.0,2010,6004,7.4,3234,"Eugene,Ki Tae Young,Kim Jung Nan,Byun Woo Min,Jung Suk Won,Ryu Sang Wook","Romance,Family "," Doctor Male Lead,Calm Female Lead,Ex-girlfriend Comes Back,Arranged Marriage,Love Triangle  ","Han Sang Eun emigrated to Australia with her family at a young age. Years later, she has completed her law studies in the United States and plans to marry her American boyfriend. Her dad, however, is strongly opposed to their union and has set his heart on her marrying Kim Yeo Joon, the son of his best friend. Sang Eun finds herself exiled to Korea, where she reluctantly teams up with the equally uninterested Yeo Joon to devise a plan that will allow them to avoid their impending marriage.

- Dramawiki",https://i.mydramalist.com/GQw4ac.jpg?v=1,198.0,1288.0
4090,"sweet, savage family",Drama,South Korea,16.0,2016,2277,7.3,482,"Moon Jung Hee,Jung Joon Ho,Yoo  Sun,Jung Woong In,Kim Eung Soo,Jo Dal Hwan","Action,Comedy,Romance,Family "," Bribery,Family Relationship,Married Couple,Blackmail,Black Comedy,Divorced Couple,Corruption,Con Artist,Gangster,Drama  ","At home, Tae Soo is a nurturing dad and devoted husband but, at work, he is a cold-blooded mobster who metes out punishment and engages in bloody turf battles. While he is a dutiful son to his mother and takes care of all of her needs, he is a middle-aged married man, who cannot depend on his own kids to do the same for him in his old age. He is also in an awkward situation in the gang where he takes orders from the former gang boss and kingmaker while his young gang lieutenants are angling for his job. 

Tae Soo is trying to do what is best for his family while he has to evade the authorities who keep tabs on his gang activities, waiting to pounce on him once they obtain hard evidence of his criminal activities. What is so evil about being a mobster? Its all about making a living! Thats how Tae Soo sees it.",https://i.mydramalist.com/K52K8c.jpg?v=1,12986.0,349.0
4091,lavender,Drama,Taiwan,15.0,2002,1204,7.4,619,"Tammy Chen,Ambrose Hsu,Xenia Yang,Joe Chen,Renzo Liu,Penny Lin","Romance,Drama "," Terminal Illness,Childhood Friends,Adapted From A Manga,Love Triangle  ","Since her birth, Ah Xun (Chen Yi Rong), as well as her sister Yicheng, have been suffering from a heart disease which makes them unable to run or do a lot of activities that other kids do. Because of this she is picked on by all her schoolmates. Her only friend is a boy named Qing Chuan. Always together, Ah Xun is saddened when Qing Chuan tells her that he and his family are moving to America. Unwilling to never see each other again, Qing Chuan gives her a glass bottle filled with a piece of lavender as a token that he will never forget her, and promises her that he will meet back up with her 10 years later on Ah Xun's 20th birthday.
Ten years pass and Ah Xun still has not forgotten her first love Qing Chuan, even though her boss's son Xiao Tong is in love with her, and Ah Xun waits for the day when she can see him again. Qing Chuan returns to Taiwan, but this time known as the famous singer named Leo. Leo has not forgotten about her either, and after a few misunderstandings, the two of them meet back up and start a relationship. But with the presence of Xiao Tong, Leo's girlfriend Maggie, and Ah Xun's illness, they wonder if they will be able to stay together.",https://i.mydramalist.com/Kp0d8c.jpg?v=1,807.0,258.0
4092,he she it,Drama,Thailand,3.0,2020,5797,7.3,2657,"Jeff Satur,Gameplay Garnpaphon  Laolerkiat,Pom Runn Tiyakorn,Peter Nattapong Promprasert,Tae Weerapat Toemmaneerat,Praew Rattaporn Sukpun","Horror,Romance,Drama,Supernatural "," LGBTQ+,Miniseries,Gay Male Lead,Infidelity,Love Triangle,Steamy Kiss,Ghost,Haunting,Singing,Unrequited Love  ",A tragedy of complicated relationships among teenage friends.. Difficult decisions of following the heart or following the rules.,https://i.mydramalist.com/1QDbdc.jpg?v=1,31118.0,748.0
4093,rosy lovers,Drama,South Korea,52.0,2015,2662,7.3,755,"Lee Jang Woo,Han Sun Hwa,Park Sang Won,Han Ji Sang,Kim Min Seo,Choi Phillip","Romance,Family "," Single Father,Cold Female Lead,Naive Female Lead,Multiple Couples,Melodrama  ","Love begins with pure feelings and intentions among young people, but then at some point, they have to take the next step in the relationship that entails commitment and a bigger responsibility. This is a story about a young man who gets back on his feet after being dealt with an unexpected blow. Along the way, he finds the answer to his problems and searches for happiness. A young dad who is still in college has to grow up fast to take care of his family but he brings hopes to others with the way he overcomes the many obstacles that lay in his path.",https://i.mydramalist.com/nOm4xc.jpg?v=1,9880.0,470.0
4094,100% senorita,Drama,Taiwan,40.0,2004,969,7.3,465,"Joe Chen,Wallace Huo,Penny Lin,Deric Wan,Samantha Ko,Joyce Zhao","Comedy,Romance "," Hidden Identity,Sisterhood,Rags To Riches,Twins  ","Born through a surrogate mother, Zhuang Fei Yang is the sole millionaire heiress of Formosa Inc, a company owned by her father and directed by CEO Peter, Fei Yangs high-profile boyfriend. Soon after her fathers sudden death, the heiress life is shaken by a murder attempt by the scheming Peter. Fei Yang survives the car accident without Peters knowledge, but her face becomes unrecognizable after a dramatic plastic surgery to cover her deformed features. Wanting to be restored to her identity and to save Formosa from Peters hands, Fei Yang employs the help of Xiao Feng, her long-lost twin sister. The uncultured Xiao Feng swaps identities with the rich Fei Yang in a desperate attempt to regain Formosa.  --Spcnet.tv",https://i.mydramalist.com/wJEg1c.jpg?v=1,2401.0,189.0
4095,"cheer up, mr. kim!",Drama,South Korea,124.0,2013,1297,7.3,430,"Kim Dong Wan,Wang Ji Hye,Yang Jin Woo,Choi Jung Yoon,Kim Duk Hyun,Kim Soo Yeon",Drama ," Single Father,Housekeeper,Family Relationship,Adoption,Rich Woman/Poor Man,North Korean  ","A family drama about a bachelor who raises four children and works all sorts of jobs to support his adopted family.
Kim Tae Pyung is the guardian of four children with different family names and is an apartment cleaner and housework helper with good looks and skilled hands. He is one tough guy who's made up of patience and perseverance and he takes care of children who are in the same situation as him in the past.",https://i.mydramalist.com/azbpOc.jpg?v=1,5262.0,260.0
4096,your home,Drama,Philippines,8.0,2021,2791,7.3,1069,"Kurt Mendoza,Renz Kieser,Marc David,Angelica Radaza,Eurwin Canzana","Romance,Drama "," LGBTQ+,Gay Character,Secret Crush,Unrequited Love,Influencer,Web Series,Best Friends,Orphan Male Lead,Love Triangle,Childhood Friends  ","Welcome to Your Home and our world. 

Imagine that world where boys love is normal. Where you dont have to prove yourself just because youre gay or different. No judging stares and harsh whispers from strangers and family alike.
This is our coming of age tale of two boys who feel all alone in the world. Each is seeking to find that special place they can finally call home- even if it means venturing out of their comfort zones",https://i.mydramalist.com/j3pwz_4c.jpg?v=1,36643.0,295.0
4097,assorted gems,Drama,South Korea,50.0,2010,934,7.3,411,"Kang Se Jung,Lee Tae Gon,So Yi Hyun,Lee Hyun Jin,Lee Il Min,Jung Yoo Mi","Romance,Family "," Slow Burn Romance,Family Relationship,Hidden Identity,Multiple Couples,Hardworking Female Lead,Multiple Mains,Poor Family,Sibling,Maternal Grandmother - Paternal Grandmother,Foreigner  ","The four siblings in the Gung family were named after precious jewels: eldest daughter Bi Chwi (Jade), eldest son San Ho (Coral), second daughter Ryu Bi (Ruby), and the youngest son, Ho Bak (Amber). Like an assortment of beautiful gems, their colours may clash and their sharp edges chip away at each other. 

Using an analogy of a bowl of rice with assorted ingredients to illustrate the workings of a family, the key to a great dish is using the right balance of ingredients in order to create a good mixture. Assorted Gems tells the story of the different lives of the family members and how they learn from their clashes to find the perfect balance.",https://i.mydramalist.com/637zWc.jpg?v=1,858.0,239.0
4098,kamen rider wizard,Drama,Japan,53.0,2013,1597,7.3,700,"Shiraishi Shunya,Okunaka Makoto,Takayama Yuko,Tozuka  Junki,Nagase Tasuku,Ogura Hisahiro","Action,Tokusatsu,Drama,Fantasy "," Magic,Superhero,LGBTQ+,Toku,Martial Arts  ","In this installment in the long running Kamen Rider series, a young police detective named Rinko Daimon discovers a race of monsters living in secret on the streets of Japan called Phantoms who are born from human despair and the one person who can stop them, Haruto Soma AKA Kamen Rider Wizard. After a brief mix up the two join forces to try and stop the Phantoms, unravel the mystery behind who is leading them, who gave Haruto his powers, and why the police are covering up the existence of the Phantoms.",https://i.mydramalist.com/1Vk07_4c.jpg?v=1,4850.0,94.0
4099,love story in harvard,Drama,South Korea,16.0,2005,2897,7.3,1342,"Kim Rae Won,Lee Jung Jin,Kim Tae Hee,Kim Chang Wan,Kim Min,Lee Cham","Romance,Drama "," University,Love Triangle,Lovers Separated,Lawyer Supporting Character,First Love  ","Love Story in Harvard portrays the dream and love pursued by foreign students studying at Harvard. It demonstrates bright, hard-working, and romantic characters and storylines.

A young love story set at the famed Ivy League school in the United States. Kim Hyun Woo (Kim Rae Won), a 1st year law student at Harvard Law, enters into a rivalry with classmate Hong Jung Min (Lee Jung Jin) for the affections of beautiful medical student Lee Soo In (Kim Tae Hee). The two men are both from prestigious families, while Soo In is from a poor family. Can the trio resolve their romantic differences and chase their dreams at the same time?",https://i.mydramalist.com/ABJ24c.jpg?v=1,784.0,559.0
4100,one well-raised daughter,Drama,South Korea,122.0,2014,3132,7.3,836,"Park Han Byul,Lee Tae Gon,Jung Eun Woo,Yoon  Se In,Kim Joo Young,Lee Hye Sook","Business,Romance,Family,Melodrama "," Family Dispute,Marriage Proposal,Soap Opera,Family Relationship,Hidden Identity,Heiress,Misunderstanding,Strong Female Lead,Marriage,Cross-Dressing  ","Jang Ha Na is the fourth daughter of the eldest son of a family thats been making soy sauce for hundred of years. She has to dress up like a man because of their financial situation. The family needs a male representative for their soy sauce business. After giving birth to four daughters, they gave up for trying for the male heir and the fourth daughter will just have to pretend to be a boy and act like a son within the family.",https://i.mydramalist.com/Nd7QAc.jpg?v=1,7665.0,537.0
4101,athena: goddess of war,Drama,South Korea,20.0,2011,6465,7.3,2216,"Jung Woo Sung,Park Soo Ae,Lee Ji Ah,Cha Seung Won,Kim Min Jong,Choi Si Won","Action,Thriller,Romance "," Betrayal,Terrorist,Spy,Double Identity,Nuclear Threat,Play Hard-to-get,Double Agent,Gun Fight,Assassination,Love At First Sight  ","A terrorist group known as ""Athena"" and led by evil mastermind Son Hyuk threatens South Korea and the world. It is now up to special agent Lee Jung Woo of the National Security Agency to foil their terrifying conspiracy. Jo Soo Young, the daughter of the South Korean president, is kidnapped and hidden away in Italy. Jung Woo and his team are given the assignment to find her and bring her back.",https://i.mydramalist.com/MBJ1Mc.jpg?v=1,171.0,812.0
4102,flipped,Drama,China,24.0,2019,7981,7.3,2814,"Gao Han Yu,Charlene Chen,Jenna Wang,Jack Sun,Lin Yan Rou,Gu Lan Di","Mystery,Comedy,Romance,Supernatural "," Painter,Investigation,Brother-Sister Relationship,Love Triangle,Cheerful Female Lead,Hatred,Single Father,Painting,Nice Female Lead,Best Friends  ","A beautiful love story that brings together many personalities like the domineering CEO, the warm heroine, the workplace beauty and many more.
Shuang Shuang has grown a bit rebellious due to her dad's strict upbringing. After running away from home, she crosses paths with Qi Xun, the overwhelmingly talented, cold, overly sensitive young man with exceptional abilities. There's a saying that goes like this, ""This feeling of liking someone, even if you cover one's mouth will still sparkle through the eyes because the world lights up when you see the one you like.""",https://i.mydramalist.com/y7Qvnc.jpg?v=1,24404.0,1450.0
4103,best mistake season 3,Drama,South Korea,16.0,2022,1867,7.3,346,"Lee Eun Jae,Kang Yul,Kim Won Pil,Kang Hye Won,Yoon Hyun Suk,Keum Dong Hyun","Comedy,Romance,School,Youth "," Multiple Mains,Ex-Boyfriend Comes Back,Break Up,University,Ex-girlfriend Comes Back,Web Series,Student,Multiple Couples,College Life,Character Development  ","The new season will take place in a college setting, showing the growth and romance of young people as they prepare to enter the real world.",https://i.mydramalist.com/xq8dq_4c.jpg?v=1,42738.0,299.0
4104,taste of love,Drama,Taiwan,15.0,2016,853,7.3,276,"Ray Chang,Vivian Sung,Jeanine Yang,Hero Tai,Edison Wang,Zhi Jie Di","Food,Romance,Drama "," Innocent Female Lead,Tourism,Nice Female Lead,Bickering Couple,Tour Guide,Love Square,Nice Male Lead,Rich Male Lead,Filmed Abroad  ","What happens when one of the best restaurants in the world loses its secret sauce recipe? Wen-Ji, a famous restaurant in Hong Kong, is considered to be one of the Worlds 10 Best Restaurants and has received the industrys much-coveted two Michelin stars for the past five years. Celebrities and millionaires flock to Wen-Ji, giving it the nickname of the Wealthy Restaurant. But crisis hits when the restaurants founder, Jiang Xin Mei, faints one day and loses consciousness, leaving her two sons without the ability to make their signature special secret sauce. The sons are forced to open the safe deposit box but they discover that the recipe is missing and only an old business card in its place. Chris, the younger son, follows the address on the business card to Taiwan, enlisting the help of tour guide Yeh Xiao He. But their quest to find the secret sauce leads them to Xiao Hes hometown village of Hon-li, where they discover that Chris and Xiao Hes fates are entwined in unexpected ways. Will Chris find the secret recipe he seeks or will he unearth other family secrets that he never anticipated?",https://i.mydramalist.com/85xQAc.jpg?v=1,12984.0,179.0
4105,sweet spy,Drama,South Korea,20.0,2006,1389,7.2,642,"Dennis Oh,Nam Sang Mi,Lee Joo Hyun,Yoo  Sun,Park Sung Eun,Kim Bo Sung","Action,Comedy,Romance "," Undercover Agent,Cohabitation,Widower,Policewoman,Police Procedural,Detective  ","Nam Sang-mi plays widowed police officer Lee Sun-ae who finds herself suddenly immersed into international espionage by Han Yoo-il (Dennis Oh), an undercover agent. Lee Joo-hyun plays Kang-Jun, who's recently transferred to the Criminal Investigation Department. He opens an old case involving Sun-ae's past that leads him to an entanglement between the current political/economic powers and their secrets. One of them, oddly enough, being Han Yoo-il. Who is this man? Why is he here?

(DW)",https://i.mydramalist.com/Gl0yEc.jpg?v=1,1197.0,279.0
4106,discipline,Drama,South Korea,6.0,2019,3052,7.2,1114,"Yoon Tae Woo,Kim Seung Hwa,Choi Tae Yi,Oh Dong Joon,Lee Won Jun,Nam Ji Wook","Friendship,Comedy,Romance,School,Youth,Drama "," Miniseries,Web Series,LGBTQ+,Coming Out,Tattoo,Abusive Parents,Gay Male Lead,ADHD,Best Friends,Modeling  ","A sensational teen web-drama : Discipline

A neighborhood in Korea that is nothing out of the ordinary: a truly tranquil small town. In this town, Tae Woo and his best friends do all kinds of things, good and bad. 
The five of them decide to go to a party hosted by a group of delinquents from the notorious Samdeok High School in an abandoned basement parking lot. 
They went thinking they would have the time of their lives little did they know of the dangers that were to come.",https://i.mydramalist.com/VQRALc.jpg?v=1,25044.0,332.0
4107,the great seer,Drama,South Korea,35.0,2013,2349,7.3,733,"Ji Sung,Ji Jin Hee,Kim So Yeon,Song Chang Eui,Lee Yoon Ji,Lee Moon Shik","Historical,Romance,Supernatural,War "," Retrocognition,Special Power,Precognition,Goryeo Dynasty,Joseon Dynasty,Political  ","The Great Seer begins during the reign of King Gongmin. But despite being about seers, geomancers, divinators and the like, this drama is less about the fantasy and more about the political movers and shakers  people who had the power to advise, and therefore control, kings. 
Mok Ji Sang is a gifted seer/geomancer, born with the ability to see into peoples pasts and futures. There are those who believe falsely that he has dark supernatural powers, thinking him possessed by ghosts. He eventually becomes a ""king-maker,"" who holds the key to a major political shift in the overthrow of Goryeo and the rise of Joseon when he backs General Yi and effectively shapes the future of Korea as we know it.",https://i.mydramalist.com/GllVJc.jpg?v=1,4440.0,404.0
4108,behind cut,Drama,South Korea,8.0,2022,6253,7.2,3000,"Bum Jun,Eom Se Ung,Choo Suk Young,Kim Won Shik,Moon Bo Ryung,Ho Jin",Romance ," Gay Romance,LGBTQ+,Fashion Designer,Modeling,Miniseries,Nice Male Lead,Fast Paced Romance,Dream,Unrequited Love,Love Triangle  ","Ki Jin is a budding fashion design student who dreams big: He wants to become a world-famous clothing designer. But the journey to the top of South Koreas fashion tree is not an easy one, and he is struggling to find the right path. One day, on the street, he bumps into Yeong Woo, an ever-optimistic part-time delivery worker. Even though it seems everyone he knows has formulated a grand plan about how their future will unfurl, Yeong Woo doesnt have a dream. While all others are in a rush to get somewhere in life, it seems that his own life is stuck in first gear.

Although things have got off to a decidedly shaky start for Ki Jin and Yeong Woo, they start to develop a fondness for one another, and start to wonder if their seemingly opposing blend of determinedness and acceptance could be a case of opposites attract. But when a leading model named Lee Bin arrives on the scene, things get complicated. He starts to develop a crush on Ki Jin. Could this development spell the end for the fledgling romance between Ki Jin and Yeong Woo?",https://i.mydramalist.com/dX5bW_4c.jpg?v=1,44721.0,1110.0
4109,glamorous temptation,Drama,South Korea,50.0,2016,3176,7.2,708,"Joo Sang Wook,Choi Kang Hee,Cha Ye Ryun,Jung Jin Young,Kim Sae Ron,Nam Joo Hyuk","Romance,Drama,Melodrama,Political "," Single Father,Soap Opera,Betrayal,Poor Female Lead,Father-Daughter Relationship,Revenge,Rich Male Lead  ","A young woman learns from her whistleblower Dad that honesty is not the best policy. Soon after her marriage, she is saddled with crushing debt that she has no ability to repay. But through a series of events, she finds herself on track in joining the top wealthiest 1% and makes a deliberate effort to uncover their misdeeds and hypocrisy. Her efforts reveal limitless greed and lust for power fueled by the pursuit of money and profits. Two friends struggle to reach the same goal, which inadvertently forces them to cross paths as rivals that result in anguish, tense relations, betrayal and a love triangle. And through this turmoil, there is a happy ending of forgiveness and rediscovery of family.",https://i.mydramalist.com/RY026c.jpg?v=1,12686.0,506.0
4110,jigoku shoujo,Drama,Japan,12.0,2007,1475,7.3,602,"Iwata Sayuri,Sugimoto Aya,Kato Kazuki,Ogura Hisahiro,Nishimura Kazuhiko,Saaya","Horror,Drama "," Grudge,Betrayal,Episodic Format,Revenge,School Bullying,Adapted From A Manga,Suspense  ","Somewhere in the vast sea of the Internet, there's a website that can only be accessed at the stroke of midnight. Known as the Jigoku Tsushin, rumor has it that if you post a grudge there, the Jigoku Shoujo will appear and drag whoever torments you into the inferno. Very little is known about the girl - all we know for sure is that she lives with her equally enigmatic grandmother, that three magical straw dolls accompany and serve her, and that whenever a posting on the Jigoku Tsushin moves her, she becomes the Jigoku Shoujo.",https://i.mydramalist.com/a86WGc.jpg?v=1,401.0,160.0
4111,love and secret,Drama,South Korea,102.0,2015,1969,7.2,572,"Kim Heung Soo,Shin So Yool,Yang Jin Woo,Lee Min Ji,Jung Dong Hwan,Kim Hye Ok","Romance,Drama,Family,Melodrama "," Single Mother,Ex-Boyfriend Comes Back,Soap Opera,Unexpected Pregnancy,Rich Male Lead  ","Chun Sung Woon is the director of a large fashion company. He meets a single mother, Han Ah Reum, and becomes attracted to her. Due to Han Ah Reum and her daughter, Chun Sung Woon changes as a person.",https://i.mydramalist.com/JjjBoc.jpg?v=1,10313.0,424.0
4112,valid love,Drama,South Korea,20.0,2015,4889,7.3,1523,"Uhm Tae Woong,Lee Si Young,Lee Soo Hyuk,Choi Yeo Jin,Ryu Hye Rin,Han Soo Yeon","Romance,Life,Drama,Family "," Marriage,Marine Biologist,Abusive In Laws,Painter,Car Accident,Slow Burn Story,Eccentric Female Lead,Family Relationship,Older Man/Younger Woman,Carpenter  ","Hee Tae met his future wife, Il Ri, when he worked as a temporary biology teacher at an all-girls high school. Il Ri was a student there. Now, Hee Tae works as a fishery researcher and spends his days in a typical marriage. One day, he learns that his wife is having an affair with a carpenter. He becomes angry for the first time, but decides to keep his family and wife.",https://i.mydramalist.com/13Ev5c.jpg?v=1,9829.0,845.0
4113,man in the kitchen,Drama,South Korea,50.0,2018,1942,7.2,448,"Choi Soo Young,Ohn Joo Wan,Park Jin Woo,Seo Hyo Rim,Shim Hyung Tak,Lee Il Hwa","Food,Romance,Drama,Family "," Unhealthy Mains' Relationship,Marriage Graduation,Conglomerate,Greed,Girls' Generation (SNSD),Soap Opera,Emotional Abuse,Family Relationship,Deception,Heir  ","After devoting 35 years of his life to his company, he was now retired. People envied him for the success he achieved in his career. Now he was looking forward to enjoying his retirement years with his wife into old age. But his wife suddenly demands a marriage separation. And his daughter whom he had thought he raised well was now rebelling against him. He worked so hard all his life but why was everything going down the drain at this point of his life? The collapse of the family is a reality that one middle-aged man in this TV show is trying to reverse.",https://i.mydramalist.com/558KZc.jpg?v=1,16917.0,381.0
